,Seed,Region,SeedNum,Round of 64,Round of 32,Sweet 16,Elite 8,Final Four,Championship,Champion,Season,PlayinKey
569,Z10,Z,10,1.0,0.4556,0.0967,0.0359,0.0085,0.0015,0.0002,2026,"[""Miami OH"", ""NC State""]"
570,Z11,Z,11,1.0,0.5683,0.2476,0.0698,0.0188,0.0049,0.0012,2026,"[""Miami OH"", ""NC State""]"
571,Z12,Z,12,1.0,0.2051,0.0263,0.0035,0.0007,0.0001,0.0,2026,"[""Miami OH"", ""NC State""]"
572,Z13,Z,13,1.0,0.0745,0.0154,0.0017,0.0002,0.0,0.0,2026,"[""Miami OH"", ""NC State""]"
573,Z14,Z,14,1.0,0.0712,0.0094,0.001,0.0,0.0,0.0,2026,"[""Miami OH"", ""NC State""]"
574,Z15,Z,15,1.0,0.0669,0.0116,0.0012,0.0001,0.0,0.0,2026,"[""Miami OH"", ""NC State""]"
575,Z16,Z,16,1.0,0.0332,0.0065,0.0007,0.0,0.0,0.0,2026,"[""Miami OH"", ""NC State""]"
576,W01,W,1,1.0,0.9709,0.7392,0.5734,0.3894,0.2526,0.1578,2026,"[""Miami OH"", ""Texas""]"
577,W02,W,2,1.0,0.9484,0.5495,0.3653,0.1874,0.0871,0.0405,2026,"[""Miami OH"", ""Texas""]"
578,W03,W,3,1.0,0.8717,0.5107,0.1927,0.0636,0.0191,0.0075,2026,"[""Miami OH"", ""Texas""]"
579,W04,W,4,1.0,0.797,0.4756,0.1499,0.0664,0.0287,0.0098,2026,"[""Miami OH"", ""Texas""]"
580,W05,W,5,1.0,0.7341,0.3661,0.1047,0.0463,0.0161,0.005,2026,"[""Miami OH"", ""Texas""]"
581,W06,W,6,1.0,0.7783,0.4055,0.156,0.0505,0.0191,0.0068,2026,"[""Miami OH"", ""Texas""]"
582,W07,W,7,1.0,0.7823,0.3936,0.2545,0.1137,0.0513,0.0252,2026,"[""Miami OH"", ""Texas""]"
583,W08,W,8,1.0,0.6825,0.2166,0.1319,0.0681,0.0314,0.0117,2026,"[""Miami OH"", ""Texas""]"
584,W09,W,9,1.0,0.3175,0.04,0.0126,0.0033,0.0004,0.0,2026,"[""Miami OH"", ""Texas""]"
585,W10,W,10,1.0,0.2177,0.0502,0.0177,0.0033,0.0008,0.0001,2026,"[""Miami OH"", ""Texas""]"
586,W11,W,11,1.0,0.2217,0.0573,0.0109,0.0015,0.0001,0.0,2026,"[""Miami OH"", ""Texas""]"
587,W12,W,12,1.0,0.2659,0.0973,0.0157,0.0039,0.0007,0.0002,2026,"[""Miami OH"", ""Texas""]"
588,W13,W,13,1.0,0.203,0.061,0.0111,0.0025,0.0005,0.0001,2026,"[""Miami OH"", ""Texas""]"
589,W14,W,14,1.0,0.1283,0.0265,0.0021,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
590,W15,W,15,1.0,0.0516,0.0067,0.0008,0.0001,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
591,W16,W,16,1.0,0.0291,0.0042,0.0007,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
592,X01,X,1,1.0,0.9581,0.6796,0.4213,0.1878,0.0801,0.0356,2026,"[""Miami OH"", ""Texas""]"
593,X02,X,2,1.0,0.9565,0.7591,0.4179,0.2653,0.154,0.0846,2026,"[""Miami OH"", ""Texas""]"
594,X03,X,3,1.0,0.9317,0.7526,0.4463,0.2775,0.1591,0.0859,2026,"[""Miami OH"", ""Texas""]"
595,X04,X,4,1.0,0.8797,0.4462,0.2307,0.0972,0.0398,0.0141,2026,"[""Miami OH"", ""Texas""]"
596,X05,X,5,1.0,0.708,0.443,0.2284,0.093,0.0379,0.0141,2026,"[""Miami OH"", ""Texas""]"
597,X06,X,6,1.0,0.727,0.1931,0.0551,0.0195,0.0056,0.0011,2026,"[""Miami OH"", ""Texas""]"
598,X07,X,7,1.0,0.5228,0.1059,0.0293,0.0102,0.003,0.0004,2026,"[""Miami OH"", ""Texas""]"
599,X08,X,8,1.0,0.3771,0.1121,0.0345,0.0077,0.0014,0.0002,2026,"[""Miami OH"", ""Texas""]"
600,X09,X,9,1.0,0.6229,0.2016,0.0639,0.0204,0.0059,0.0016,2026,"[""Miami OH"", ""Texas""]"
601,X10,X,10,1.0,0.4772,0.1284,0.0427,0.0161,0.0044,0.0013,2026,"[""Miami OH"", ""Texas""]"
602,X11,X,11,1.0,0.273,0.0372,0.0061,0.0014,0.0002,0.0001,2026,"[""Miami OH"", ""Texas""]"
603,X12,X,12,1.0,0.292,0.0888,0.019,0.0034,0.0007,0.0003,2026,"[""Miami OH"", ""Texas""]"
604,X13,X,13,1.0,0.1203,0.022,0.002,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
605,X14,X,14,1.0,0.0683,0.0171,0.0021,0.0004,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
606,X15,X,15,1.0,0.0435,0.0066,0.0005,0.0001,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
607,X16,X,16,1.0,0.0419,0.0067,0.0002,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
608,Y01,Y,1,1.0,0.9124,0.7112,0.4593,0.3195,0.1764,0.098,2026,"[""Miami OH"", ""Texas""]"
609,Y02,Y,2,1.0,0.9485,0.5609,0.3276,0.1538,0.0718,0.0317,2026,"[""Miami OH"", ""Texas""]"
610,Y03,Y,3,1.0,0.9364,0.4568,0.2243,0.0872,0.0338,0.0111,2026,"[""Miami OH"", ""Texas""]"
611,Y04,Y,4,1.0,0.8578,0.3949,0.1813,0.0966,0.0458,0.018,2026,"[""Miami OH"", ""Texas""]"
612,Y05,Y,5,1.0,0.8642,0.5471,0.254,0.1516,0.0781,0.0364,2026,"[""Miami OH"", ""Texas""]"
613,Y06,Y,6,1.0,0.8173,0.4975,0.2463,0.0902,0.0341,0.0128,2026,"[""Miami OH"", ""Texas""]"
614,Y07,Y,7,1.0,0.4591,0.209,0.0925,0.032,0.0124,0.0047,2026,"[""Miami OH"", ""Texas""]"
615,Y08,Y,8,1.0,0.6837,0.2237,0.0805,0.0329,0.0109,0.0032,2026,"[""Miami OH"", ""Texas""]"
616,Y09,Y,9,1.0,0.3163,0.0521,0.0138,0.0046,0.001,0.0003,2026,"[""Miami OH"", ""Texas""]"
617,Y10,Y,10,1.0,0.5409,0.2254,0.1024,0.029,0.0118,0.0043,2026,"[""Miami OH"", ""Texas""]"
618,Y11,Y,11,1.0,0.1827,0.0391,0.0061,0.0002,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
619,Y12,Y,12,1.0,0.1358,0.0345,0.006,0.0015,0.0003,0.0,2026,"[""Miami OH"", ""Texas""]"
620,Y13,Y,13,1.0,0.1422,0.0235,0.0045,0.0008,0.0001,0.0,2026,"[""Miami OH"", ""Texas""]"
621,Y14,Y,14,1.0,0.0636,0.0066,0.0006,0.0001,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
622,Y15,Y,15,1.0,0.0515,0.0047,0.0002,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
623,Y16,Y,16,1.0,0.0876,0.013,0.0006,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
624,Z01,Z,1,1.0,0.9668,0.7901,0.5193,0.3412,0.2117,0.1296,2026,"[""Miami OH"", ""Texas""]"
625,Z02,Z,2,1.0,0.9331,0.7647,0.5573,0.2963,0.1612,0.0881,2026,"[""Miami OH"", ""Texas""]"
626,Z03,Z,3,1.0,0.9288,0.599,0.2394,0.0842,0.0347,0.0111,2026,"[""Miami OH"", ""Texas""]"
627,Z04,Z,4,1.0,0.9255,0.5466,0.2379,0.1219,0.0627,0.027,2026,"[""Miami OH"", ""Texas""]"
628,Z05,Z,5,1.0,0.7949,0.4117,0.1606,0.0842,0.0346,0.0146,2026,"[""Miami OH"", ""Texas""]"
629,Z06,Z,6,1.0,0.5739,0.2446,0.0695,0.0174,0.0046,0.0014,2026,"[""Miami OH"", ""Texas""]"
630,Z07,Z,7,1.0,0.5444,0.127,0.0499,0.0106,0.0026,0.0008,2026,"[""Miami OH"", ""Texas""]"
631,Z08,Z,8,1.0,0.5114,0.1239,0.0489,0.0198,0.0065,0.0018,2026,"[""Miami OH"", ""Texas""]"
632,Z09,Z,9,1.0,0.4886,0.0795,0.0274,0.0075,0.002,0.0007,2026,"[""Miami OH"", ""Texas""]"
633,Z10,Z,10,1.0,0.4556,0.0967,0.0388,0.0091,0.0017,0.0002,2026,"[""Miami OH"", ""Texas""]"
634,Z11,Z,11,1.0,0.4261,0.1445,0.0424,0.0067,0.0011,0.0002,2026,"[""Miami OH"", ""Texas""]"
635,Z12,Z,12,1.0,0.2051,0.0263,0.0035,0.0008,0.0001,0.0,2026,"[""Miami OH"", ""Texas""]"
636,Z13,Z,13,1.0,0.0745,0.0154,0.0017,0.0002,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
637,Z14,Z,14,1.0,0.0712,0.0119,0.0014,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
638,Z15,Z,15,1.0,0.0669,0.0116,0.0013,0.0001,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
639,Z16,Z,16,1.0,0.0332,0.0065,0.0007,0.0,0.0,0.0,2026,"[""Miami OH"", ""Texas""]"
640,W01,W,1,1.0,0.9709,0.7392,0.5734,0.3894,0.2526,0.1579,2026,"[""SMU"", ""NC State""]"
641,W02,W,2,1.0,0.9484,0.5495,0.3653,0.1874,0.0871,0.0405,2026,"[""SMU"", ""NC State""]"
642,W03,W,3,1.0,0.8717,0.5107,0.1927,0.0636,0.0191,0.0074,2026,"[""SMU"", ""NC State""]"
643,W04,W,4,1.0,0.797,0.4756,0.1499,0.0664,0.0287,0.0098,2026,"[""SMU"", ""NC State""]"
644,W05,W,5,1.0,0.7341,0.3661,0.1047,0.0463,0.0161,0.005,2026,"[""SMU"", ""NC State""]"
645,W06,W,6,1.0,0.7783,0.4055,0.156,0.0505,0.0191,0.0067,2026,"[""SMU"", ""NC State""]"
646,W07,W,7,1.0,0.7823,0.3936,0.2545,0.1137,0.0513,0.0253,2026,"[""SMU"", ""NC State""]"
647,W08,W,8,1.0,0.6825,0.2166,0.1319,0.0681,0.0314,0.0117,2026,"[""SMU"", ""NC State""]"
648,W09,W,9,1.0,0.3175,0.04,0.0126,0.0033,0.0004,0.0,2026,"[""SMU"", ""NC State""]"
649,W10,W,10,1.0,0.2177,0.0502,0.0177,0.0033,0.0008,0.0001,2026,"[""SMU"", ""NC State""]"
650,W11,W,11,1.0,0.2217,0.0573,0.0109,0.0015,0.0001,0.0,2026,"[""SMU"", ""NC State""]"
651,W12,W,12,1.0,0.2659,0.0973,0.0157,0.0039,0.0007,0.0002,2026,"[""SMU"", ""NC State""]"
652,W13,W,13,1.0,0.203,0.061,0.0111,0.0025,0.0005,0.0001,2026,"[""SMU"", ""NC State""]"
653,W14,W,14,1.0,0.1283,0.0265,0.0021,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
654,W15,W,15,1.0,0.0516,0.0067,0.0008,0.0001,0.0,0.0,2026,"[""SMU"", ""NC State""]"
655,W16,W,16,1.0,0.0291,0.0042,0.0007,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
656,X01,X,1,1.0,0.9581,0.6796,0.4213,0.1878,0.0801,0.0356,2026,"[""SMU"", ""NC State""]"
657,X02,X,2,1.0,0.9565,0.7591,0.4179,0.2653,0.154,0.0846,2026,"[""SMU"", ""NC State""]"
658,X03,X,3,1.0,0.9317,0.7526,0.4463,0.2775,0.1591,0.0856,2026,"[""SMU"", ""NC State""]"
659,X04,X,4,1.0,0.8797,0.4462,0.2307,0.0972,0.0398,0.0141,2026,"[""SMU"", ""NC State""]"
660,X05,X,5,1.0,0.708,0.443,0.2284,0.093,0.0379,0.0142,2026,"[""SMU"", ""NC State""]"
661,X06,X,6,1.0,0.727,0.1931,0.0551,0.0195,0.0056,0.0011,2026,"[""SMU"", ""NC State""]"
662,X07,X,7,1.0,0.5228,0.1059,0.0293,0.0102,0.003,0.0004,2026,"[""SMU"", ""NC State""]"
663,X08,X,8,1.0,0.3771,0.1121,0.0345,0.0077,0.0014,0.0002,2026,"[""SMU"", ""NC State""]"
664,X09,X,9,1.0,0.6229,0.2016,0.0639,0.0204,0.0059,0.0016,2026,"[""SMU"", ""NC State""]"
665,X10,X,10,1.0,0.4772,0.1284,0.0427,0.0161,0.0044,0.0013,2026,"[""SMU"", ""NC State""]"
666,X11,X,11,1.0,0.273,0.0372,0.0061,0.0014,0.0002,0.0001,2026,"[""SMU"", ""NC State""]"
667,X12,X,12,1.0,0.292,0.0888,0.019,0.0034,0.0007,0.0003,2026,"[""SMU"", ""NC State""]"
668,X13,X,13,1.0,0.1203,0.022,0.002,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
669,X14,X,14,1.0,0.0683,0.0171,0.0021,0.0004,0.0,0.0,2026,"[""SMU"", ""NC State""]"
670,X15,X,15,1.0,0.0435,0.0066,0.0005,0.0001,0.0,0.0,2026,"[""SMU"", ""NC State""]"
671,X16,X,16,1.0,0.0419,0.0067,0.0002,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
672,Y01,Y,1,1.0,0.9124,0.7112,0.4593,0.3204,0.1777,0.0988,2026,"[""SMU"", ""NC State""]"
673,Y02,Y,2,1.0,0.9485,0.5609,0.3253,0.153,0.071,0.0315,2026,"[""SMU"", ""NC State""]"
674,Y03,Y,3,1.0,0.9364,0.4669,0.2301,0.0902,0.035,0.0121,2026,"[""SMU"", ""NC State""]"
675,Y04,Y,4,1.0,0.8578,0.3949,0.1813,0.0968,0.0456,0.0179,2026,"[""SMU"", ""NC State""]"
676,Y05,Y,5,1.0,0.8642,0.5471,0.254,0.1536,0.0794,0.0367,2026,"[""SMU"", ""NC State""]"
677,Y06,Y,6,1.0,0.6378,0.3873,0.1906,0.0708,0.0269,0.0097,2026,"[""SMU"", ""NC State""]"
678,Y07,Y,7,1.0,0.4591,0.209,0.0905,0.0311,0.0121,0.0046,2026,"[""SMU"", ""NC State""]"
679,Y08,Y,8,1.0,0.6837,0.2237,0.0805,0.0333,0.0109,0.0032,2026,"[""SMU"", ""NC State""]"
680,Y09,Y,9,1.0,0.3163,0.0521,0.0138,0.0046,0.001,0.0003,2026,"[""SMU"", ""NC State""]"
681,Y10,Y,10,1.0,0.5409,0.2254,0.1052,0.03,0.0122,0.0045,2026,"[""SMU"", ""NC State""]"
682,Y11,Y,11,1.0,0.3622,0.139,0.0574,0.0137,0.0044,0.0014,2026,"[""SMU"", ""NC State""]"
683,Y12,Y,12,1.0,0.1358,0.0345,0.006,0.0015,0.0003,0.0,2026,"[""SMU"", ""NC State""]"
684,Y13,Y,13,1.0,0.1422,0.0235,0.0045,0.0008,0.0001,0.0,2026,"[""SMU"", ""NC State""]"
685,Y14,Y,14,1.0,0.0636,0.0068,0.0007,0.0002,0.0,0.0,2026,"[""SMU"", ""NC State""]"
686,Y15,Y,15,1.0,0.0515,0.0047,0.0002,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
687,Y16,Y,16,1.0,0.0876,0.013,0.0006,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
688,Z01,Z,1,1.0,0.9668,0.7901,0.5193,0.3374,0.21,0.1283,2026,"[""SMU"", ""NC State""]"
689,Z02,Z,2,1.0,0.9331,0.7647,0.5687,0.3026,0.1647,0.0904,2026,"[""SMU"", ""NC State""]"
690,Z03,Z,3,1.0,0.9288,0.5597,0.224,0.0782,0.0325,0.0106,2026,"[""SMU"", ""NC State""]"
691,Z04,Z,4,1.0,0.9255,0.5466,0.2379,0.1197,0.0611,0.026,2026,"[""SMU"", ""NC State""]"
692,Z05,Z,5,1.0,0.7949,0.4117,0.1606,0.0835,0.0342,0.0145,2026,"[""SMU"", ""NC State""]"
693,Z06,Z,6,1.0,0.4317,0.1833,0.0522,0.0131,0.0033,0.001,2026,"[""SMU"", ""NC State""]"
694,Z07,Z,7,1.0,0.5444,0.127,0.0472,0.0098,0.0025,0.0008,2026,"[""SMU"", ""NC State""]"
695,Z08,Z,8,1.0,0.5114,0.1239,0.0489,0.0201,0.0066,0.0018,2026,"[""SMU"", ""NC State""]"
696,Z09,Z,9,1.0,0.4886,0.0795,0.0274,0.0073,0.002,0.0007,2026,"[""SMU"", ""NC State""]"
697,Z10,Z,10,1.0,0.4556,0.0967,0.0359,0.0085,0.0015,0.0002,2026,"[""SMU"", ""NC State""]"
698,Z11,Z,11,1.0,0.5683,0.2476,0.0698,0.0188,0.0049,0.0012,2026,"[""SMU"", ""NC State""]"
699,Z12,Z,12,1.0,0.2051,0.0263,0.0035,0.0007,0.0001,0.0,2026,"[""SMU"", ""NC State""]"
700,Z13,Z,13,1.0,0.0745,0.0154,0.0017,0.0002,0.0,0.0,2026,"[""SMU"", ""NC State""]"
701,Z14,Z,14,1.0,0.0712,0.0094,0.001,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
702,Z15,Z,15,1.0,0.0669,0.0116,0.0012,0.0001,0.0,0.0,2026,"[""SMU"", ""NC State""]"
703,Z16,Z,16,1.0,0.0332,0.0065,0.0007,0.0,0.0,0.0,2026,"[""SMU"", ""NC State""]"
704,W01,W,1,1.0,0.9709,0.7392,0.5734,0.3894,0.2526,0.1579,2026,"[""SMU"", ""Texas""]"
705,W02,W,2,1.0,0.9484,0.5495,0.3653,0.1874,0.0871,0.0405,2026,"[""SMU"", ""Texas""]"
706,W03,W,3,1.0,0.8717,0.5107,0.1927,0.0636,0.0191,0.0075,2026,"[""SMU"", ""Texas""]"
707,W04,W,4,1.0,0.797,0.4756,0.1499,0.0664,0.0287,0.0098,2026,"[""SMU"", ""Texas""]"
708,W05,W,5,1.0,0.7341,0.3661,0.1047,0.0463,0.0161,0.005,2026,"[""SMU"", ""Texas""]"
709,W06,W,6,1.0,0.7783,0.4055,0.156,0.0505,0.0191,0.0067,2026,"[""SMU"", ""Texas""]"
710,W07,W,7,1.0,0.7823,0.3936,0.2545,0.1137,0.0513,0.0253,2026,"[""SMU"", ""Texas""]"
711,W08,W,8,1.0,0.6825,0.2166,0.1319,0.0681,0.0314,0.0117,2026,"[""SMU"", ""Texas""]"
712,W09,W,9,1.0,0.3175,0.04,0.0126,0.0033,0.0004,0.0,2026,"[""SMU"", ""Texas""]"
713,W10,W,10,1.0,0.2177,0.0502,0.0177,0.0033,0.0008,0.0001,2026,"[""SMU"", ""Texas""]"
714,W11,W,11,1.0,0.2217,0.0573,0.0109,0.0015,0.0001,0.0,2026,"[""SMU"", ""Texas""]"
715,W12,W,12,1.0,0.2659,0.0973,0.0157,0.0039,0.0007,0.0002,2026,"[""SMU"", ""Texas""]"
716,W13,W,13,1.0,0.203,0.061,0.0111,0.0025,0.0005,0.0001,2026,"[""SMU"", ""Texas""]"
717,W14,W,14,1.0,0.1283,0.0265,0.0021,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
718,W15,W,15,1.0,0.0516,0.0067,0.0008,0.0001,0.0,0.0,2026,"[""SMU"", ""Texas""]"
719,W16,W,16,1.0,0.0291,0.0042,0.0007,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
720,X01,X,1,1.0,0.9581,0.6796,0.4213,0.1878,0.0801,0.0356,2026,"[""SMU"", ""Texas""]"
721,X02,X,2,1.0,0.9565,0.7591,0.4179,0.2653,0.154,0.0847,2026,"[""SMU"", ""Texas""]"
722,X03,X,3,1.0,0.9317,0.7526,0.4463,0.2775,0.1591,0.0859,2026,"[""SMU"", ""Texas""]"
723,X04,X,4,1.0,0.8797,0.4462,0.2307,0.0972,0.0398,0.0141,2026,"[""SMU"", ""Texas""]"
724,X05,X,5,1.0,0.708,0.443,0.2284,0.093,0.0379,0.0142,2026,"[""SMU"", ""Texas""]"
725,X06,X,6,1.0,0.727,0.1931,0.0551,0.0195,0.0056,0.0011,2026,"[""SMU"", ""Texas""]"
726,X07,X,7,1.0,0.5228,0.1059,0.0293,0.0102,0.003,0.0004,2026,"[""SMU"", ""Texas""]"
727,X08,X,8,1.0,0.3771,0.1121,0.0345,0.0077,0.0014,0.0002,2026,"[""SMU"", ""Texas""]"
728,X09,X,9,1.0,0.6229,0.2016,0.0639,0.0204,0.0059,0.0016,2026,"[""SMU"", ""Texas""]"
729,X10,X,10,1.0,0.4772,0.1284,0.0427,0.0161,0.0044,0.0013,2026,"[""SMU"", ""Texas""]"
730,X11,X,11,1.0,0.273,0.0372,0.0061,0.0014,0.0002,0.0001,2026,"[""SMU"", ""Texas""]"
731,X12,X,12,1.0,0.292,0.0888,0.019,0.0034,0.0007,0.0003,2026,"[""SMU"", ""Texas""]"
732,X13,X,13,1.0,0.1203,0.022,0.002,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
733,X14,X,14,1.0,0.0683,0.0171,0.0021,0.0004,0.0,0.0,2026,"[""SMU"", ""Texas""]"
734,X15,X,15,1.0,0.0435,0.0066,0.0005,0.0001,0.0,0.0,2026,"[""SMU"", ""Texas""]"
735,X16,X,16,1.0,0.0419,0.0067,0.0002,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
736,Y01,Y,1,1.0,0.9124,0.7112,0.4593,0.3204,0.1771,0.0983,2026,"[""SMU"", ""Texas""]"
737,Y02,Y,2,1.0,0.9485,0.5609,0.3253,0.153,0.071,0.0315,2026,"[""SMU"", ""Texas""]"
738,Y03,Y,3,1.0,0.9364,0.4669,0.2301,0.0902,0.0351,0.0122,2026,"[""SMU"", ""Texas""]"
739,Y04,Y,4,1.0,0.8578,0.3949,0.1813,0.0968,0.0457,0.0179,2026,"[""SMU"", ""Texas""]"
740,Y05,Y,5,1.0,0.8642,0.5471,0.254,0.1536,0.0791,0.0367,2026,"[""SMU"", ""Texas""]"
741,Y06,Y,6,1.0,0.6378,0.3873,0.1906,0.0708,0.0268,0.0096,2026,"[""SMU"", ""Texas""]"
742,Y07,Y,7,1.0,0.4591,0.209,0.0905,0.0311,0.0122,0.0046,2026,"[""SMU"", ""Texas""]"
743,Y08,Y,8,1.0,0.6837,0.2237,0.0805,0.0333,0.011,0.0032,2026,"[""SMU"", ""Texas""]"
744,Y09,Y,9,1.0,0.3163,0.0521,0.0138,0.0046,0.001,0.0003,2026,"[""SMU"", ""Texas""]"
745,Y10,Y,10,1.0,0.5409,0.2254,0.1052,0.03,0.0122,0.0045,2026,"[""SMU"", ""Texas""]"
746,Y11,Y,11,1.0,0.3622,0.139,0.0574,0.0137,0.0044,0.0014,2026,"[""SMU"", ""Texas""]"
747,Y12,Y,12,1.0,0.1358,0.0345,0.006,0.0015,0.0003,0.0,2026,"[""SMU"", ""Texas""]"
748,Y13,Y,13,1.0,0.1422,0.0235,0.0045,0.0008,0.0001,0.0,2026,"[""SMU"", ""Texas""]"
749,Y14,Y,14,1.0,0.0636,0.0068,0.0007,0.0002,0.0,0.0,2026,"[""SMU"", ""Texas""]"
750,Y15,Y,15,1.0,0.0515,0.0047,0.0002,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
751,Y16,Y,16,1.0,0.0876,0.013,0.0006,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
752,Z01,Z,1,1.0,0.9668,0.7901,0.5193,0.3412,0.2124,0.1297,2026,"[""SMU"", ""Texas""]"
753,Z02,Z,2,1.0,0.9331,0.7647,0.5573,0.2963,0.1612,0.0883,2026,"[""SMU"", ""Texas""]"
754,Z03,Z,3,1.0,0.9288,0.599,0.2394,0.0842,0.0347,0.0112,2026,"[""SMU"", ""Texas""]"
755,Z04,Z,4,1.0,0.9255,0.5466,0.2379,0.1219,0.0624,0.0267,2026,"[""SMU"", ""Texas""]"
756,Z05,Z,5,1.0,0.7949,0.4117,0.1606,0.0842,0.0346,0.0146,2026,"[""SMU"", ""Texas""]"
757,Z06,Z,6,1.0,0.5739,0.2446,0.0695,0.0174,0.0046,0.0013,2026,"[""SMU"", ""Texas""]"
758,Z07,Z,7,1.0,0.5444,0.127,0.0499,0.0106,0.0026,0.0008,2026,"[""SMU"", ""Texas""]"
759,Z08,Z,8,1.0,0.5114,0.1239,0.0489,0.0198,0.0066,0.0018,2026,"[""SMU"", ""Texas""]"
760,Z09,Z,9,1.0,0.4886,0.0795,0.0274,0.0075,0.002,0.0007,2026,"[""SMU"", ""Texas""]"
761,Z10,Z,10,1.0,0.4556,0.0967,0.0388,0.0091,0.0017,0.0002,2026,"[""SMU"", ""Texas""]"
762,Z11,Z,11,1.0,0.4261,0.1445,0.0424,0.0067,0.0011,0.0002,2026,"[""SMU"", ""Texas""]"
763,Z12,Z,12,1.0,0.2051,0.0263,0.0035,0.0008,0.0001,0.0,2026,"[""SMU"", ""Texas""]"
764,Z13,Z,13,1.0,0.0745,0.0154,0.0017,0.0002,0.0,0.0,2026,"[""SMU"", ""Texas""]"
765,Z14,Z,14,1.0,0.0712,0.0119,0.0014,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
766,Z15,Z,15,1.0,0.0669,0.0116,0.0013,0.0001,0.0,0.0,2026,"[""SMU"", ""Texas""]"
767,Z16,Z,16,1.0,0.0332,0.0065,0.0007,0.0,0.0,0.0,2026,"[""SMU"", ""Texas""]"
